epoch,dice_coef,loss,prec,rec,val_dice_coef,val_loss,val_prec,val_rec
0,0.03710949048399925,0.87458735704422,0.013901947997510433,0.025758076459169388,0.010810199193656445,1.0496221780776978,0.0,0.0
