epoch,dice,learning_rate,loss,pr_auc,val_dice,val_loss,val_pr_auc
0,0.05866270139813423,0.0010000000474974513,0.8524413108825684,0.052321672439575195,0.03859707713127136,0.8198710680007935,0.022170323878526688
1,0.058317530900239944,0.0010000000474974513,0.8304750323295593,0.06019770726561546,0.038561463356018066,0.8157170414924622,0.022216796875
2,0.05372610315680504,0.0010000000474974513,0.8182553648948669,0.05673910304903984,0.03852977603673935,0.8117796182632446,0.022216796875
3,0.05798036977648735,0.0005000000237487257,0.8095415234565735,0.060823388397693634,0.03851104527711868,0.809191107749939,0.04102817922830582
4,0.05345268175005913,0.0005000000237487257,0.8010523915290833,0.0519833117723465,0.03849118575453758,0.8067084550857544,0.040620021522045135
