id,ra_deg,dec_deg,x,y,in_fov,major_arcsec,minor_arcsec,a_pix,b_pix,used
108,114.255,65.5775,954.016941846326,928.0173590111281,True,38.0,22.8,18.99999954020001,11.399999724120008,True
109,114.25666666666666,65.49247222222222,947.9995289254205,621.9666846437995,True,174.0,104.39999999999999,86.99999789460006,52.19999873676002,True
110,114.25708333333333,65.48052777777778,946.8802400864683,578.9768420586411,True,45.0,40.5,22.499999455500014,20.249999509950012,True
111,114.25999999999999,65.58969444444443,947.0847013554455,972.0004906912657,True,130.0,78.0,64.99999842700004,38.999999056200025,True
112,114.26458333333332,65.58188888888888,939.9380156192022,943.9818110506221,True,,,,,False
113,114.26874999999998,65.66411111111111,937.214677214513,1240.0339750141945,True,34.0,23.799999999999997,16.99999958860001,11.899999712020005,True
114,114.27208333333333,65.61655555555555,930.2498131206752,1068.9041570337574,True,110.0,88.0,54.999998669000036,43.999998935200026,True
115,114.2725,65.62325,929.9151338053726,1093.0097850298885,True,86.0,77.4,42.999998959400024,38.69999906346003,True
116,114.27291666666666,65.49991666666666,924.0512071919769,649.048296161546,True,48.0,38.400000000000006,23.999999419200012,19.199999535360014,True
117,114.27833333333332,65.52822222222223,917.1776801976321,751.0368280257478,True,2.0,1.6,0.9999999758000006,0.7999999806400006,True
118,114.28458333333332,65.6248611111111,912.03203494174,1099.023064356482,True,31.0,21.7,15.49999962490001,10.849999737430005,True
119,114.28541666666666,65.6701388888889,912.7519844019113,1262.0261136685913,True,31.0,24.8,15.49999962490001,12.399999699920008,True
120,114.28791666666666,65.53538888888889,903.198166311899,777.0060785393706,True,150.0,90.0,74.99999818500004,44.99999891100003,True
121,114.29416666666665,65.58897222222221,896.2247128270694,970.0045330677727,True,134.0,107.2,66.99999837860004,53.59999870288003,True
122,114.30416666666666,65.57641666666666,880.7913688367361,924.9899256811444,True,163.0,130.4,81.49999802770004,65.19999842216004,True
123,114.30583333333334,65.50863888888888,875.3008142149426,681.0392248925455,True,24.0,14.399999999999999,11.999999709600006,7.1999998257600035,True
124,114.30624999999999,65.55697222222221,876.8265398520584,855.0335000019078,True,42.0,16.8,20.99999949180001,8.399999796720005,True
125,114.30624999999999,65.66669444444445,881.7020230425644,1250.0033365808488,True,156.0,93.6,77.99999811240005,46.799998867440024,True
126,114.30833333333332,65.55722222222222,873.73450401164,855.9717872437132,True,13.0,9.1,6.499999842700004,4.549999889890002,True
127,114.31333333333333,65.46108333333333,861.9765573497583,509.9916309551978,True,142.0,127.8,70.99999828180005,63.899998453620036,True
128,114.31416666666665,65.53913888888889,864.2340421317722,790.9848243776632,True,20.0,12.0,9.999999758000007,5.999999854800003,True
129,114.31875,65.6005,860.1727269492053,1011.9528334932903,True,159.0,95.39999999999999,79.49999807610004,47.699998845660026,True
130,114.32208333333332,65.58022222222222,854.2965742449901,939.0209294969922,True,70.0,35.0,34.99999915300002,17.49999957650001,True
131,114.32208333333332,65.57577777777777,854.0950673338155,923.0222005465351,True,3.0,1.5,1.4999999637000008,0.7499999818500004,True
132,114.32541666666665,65.57547222222222,849.1196798261008,921.9849126973058,True,172.0,137.6,85.99999791880005,68.79999833504004,True
133,114.32958333333332,65.62408333333333,845.1426629869279,1097.0494093507434,True,53.0,37.099999999999994,26.499999358700016,18.549999551090007,True
134,114.32958333333332,65.62074999999999,844.9900945986092,1085.0503801536531,True,154.0,123.2,76.99999813660004,61.599998509280034,True
135,114.33125,65.606,841.8371340584085,1031.9862122325849,True,124.0,86.8,61.99999849960004,43.39999894972002,True
136,114.33166666666666,65.51044444444445,836.8329933201886,688.0222121094355,True,165.0,115.49999999999999,82.49999800350005,57.74999860245003,True
137,114.335,65.61394444444444,836.628046991671,1060.6550693508034,True,119.0,95.2,59.49999856010003,47.59999884808003,True
138,114.34208333333332,65.59233333333333,825.0958255632985,982.9969137648992,True,72.0,43.199999999999996,35.99999912880002,21.59999947728001,True
139,114.34291666666667,65.48566666666667,818.8932171044788,599.0453182847701,True,,,,,False
140,114.34333333333332,65.65761111111112,826.2756347108877,1218.0012565482914,True,5.0,3.0,2.4999999395000017,1.4999999637000008,True
141,114.34499999999998,65.60344444444443,821.2756618138619,1023.0496797678823,True,60.0,42.0,29.999999274000018,20.99999949180001,True
142,114.34625,65.59980555555555,819.247075749942,1009.9748887166173,True,,,,,False
143,114.35083333333333,65.52866666666667,809.0890773986332,753.985499492592,True,4.0,3.6,1.999999951600001,1.799999956440001,True
144,114.35708333333334,65.58113888888889,802.2535476602917,942.9911921335669,True,65.0,58.5,32.49999921350002,29.24999929215002,True
