id,ra_deg,dec_deg,major_arcsec,minor_arcsec,pa_deg
112,114.26458333333332,65.58188888888888,13.084935937500001,13.084935937500001,0.0
113,114.26874999999998,65.66411111111111,9.8620453125,6.903431718749999,34.0
114,114.27208333333333,65.61655555555555,12.0536109375,9.642888750000001,110.0
115,114.2725,65.62325,19.595175,17.6356575,86.0
116,114.27291666666666,65.49991666666666,11.473490625,9.1787925,48.0
117,114.27833333333332,65.52822222222223,17.9837296875,14.386983749999999,2.0
118,114.28458333333332,65.6248611111111,23.3981859375,16.378730156249997,31.0
119,114.28541666666666,65.6701388888889,13.9228875,11.13831,31.0
120,114.28791666666666,65.53538888888889,20.88433125,12.53059875,150.0
121,114.29416666666665,65.58897222222221,15.534332812499999,12.42746625,134.0
122,114.30416666666666,65.57641666666666,10.442165625,8.3537325,163.0
123,114.30583333333334,65.50863888888888,11.6668640625,7.0001184375,24.0
124,114.30624999999999,65.55697222222221,22.7536078125,9.101443125000001,42.0
125,114.30624999999999,65.66669444444445,45.184926562499996,27.110955937499998,156.0
126,114.30833333333332,65.55722222222222,30.810834375000002,21.5675840625,13.0
127,114.31333333333333,65.46108333333333,114.54153281250001,103.08737953125001,142.0
128,114.31416666666665,65.53913888888889,48.2789015625,28.9673409375,20.0
129,114.31875,65.6005,9.2174671875,5.5304803125,159.0
130,114.32208333333332,65.58022222222222,17.79035625,8.895178125,70.0
131,114.32208333333332,65.57577777777777,50.534925,25.2674625,3.0
132,114.32541666666665,65.57547222222222,13.4716828125,10.77734625,172.0
133,114.32958333333332,65.62408333333333,14.3740921875,10.06186453125,53.0
134,114.32958333333332,65.62074999999999,6.96144375,5.569155,154.0
135,114.33125,65.606,15.405417187500001,10.78379203125,124.0
136,114.33166666666666,65.51044444444445,9.410840624999999,6.587588437499999,165.0
137,114.335,65.61394444444444,23.075896874999998,18.460717499999998,119.0
138,114.34208333333332,65.59233333333333,15.9855375,9.591322499999999,72.0
139,114.34291666666667,65.48566666666667,12.0536109375,12.0536109375,0.0
140,114.34333333333332,65.65761111111112,23.3981859375,14.0389115625,5.0
141,114.34499999999998,65.60344444444443,13.342767187499998,9.339937031249997,60.0
142,114.34625,65.59980555555555,12.0536109375,12.0536109375,0.0
143,114.35083333333333,65.52866666666667,8.50843125,7.657588124999999,4.0
144,114.35708333333334,65.58113888888889,15.598790625,14.0389115625,65.0
145,114.36,65.6486388888889,13.149393750000002,6.574696875000001,18.0
146,114.36666666666666,65.54108333333333,28.168064062499997,19.717644843749998,9.0
147,114.36791666666667,65.64636111111112,12.0536109375,7.2321665625,13.0
148,114.37041666666666,65.65580555555556,13.4716828125,8.083009687499999,124.0
149,114.37083333333334,65.62719444444444,13.149393750000002,6.574696875000001,174.0
150,114.38291666666666,65.58183333333334,14.567465624999999,8.740479375,22.0
151,114.38666666666666,65.47847222222222,71.41925625,71.41925625,0.0
152,114.3925,65.60677777777778,10.8933703125,7.62535921875,140.0
153,114.39333333333333,65.56927777777777,12.3114421875,8.61800953125,3.0
154,114.39416666666666,65.5351111111111,16.049995312500002,14.444995781250002,68.0
155,114.39833333333333,65.54591666666667,16.8234890625,11.776442343749999,171.0
156,114.40583333333332,65.53225,16.372284375,8.1861421875,5.0
157,114.41083333333333,65.58972222222222,45.8295046875,32.080653281249994,120.0
158,114.41166666666666,65.52444444444444,11.6668640625,7.0001184375,59.0
159,114.41416666666666,65.61722222222221,11.537948437499999,10.38415359375,61.0
160,114.41958333333332,65.5616111111111,67.5517875,47.28625125,145.0
161,114.42875,65.61019444444445,10.8933703125,7.62535921875,39.0
162,114.43166666666666,65.57405555555555,12.8271046875,6.41355234375,66.0
163,114.44916666666666,65.54172222222222,15.534332812499999,12.42746625,89.0
164,114.45666666666665,65.53999999999999,42.864445312499996,34.29155625,81.0
165,114.47,65.57883333333334,10.248792187500001,6.1492753125,105.0
166,114.49999999999999,65.49861111111112,12.9560203125,9.06921421875,33.0
167,114.50916666666664,65.52411111111111,20.5620421875,18.50583796875,153.0
168,114.51666666666665,65.45766666666667,12.0536109375,12.0536109375,0.0
169,114.52666666666664,65.54677777777778,12.6981890625,7.618913437499999,96.0
170,114.53249999999998,65.52841666666667,10.248792187500001,6.1492753125,4.0
171,114.54291666666664,65.48444444444445,25.9764984375,20.78119875,133.0
172,114.54333333333332,65.56611111111111,38.610229687499995,27.027160781249997,145.0
173,114.56333333333332,65.50875,96.7511765625,67.72582359375,15.0
174,114.57166666666664,65.48147222222222,9.990960937499999,7.99276875,6.0
175,114.61749999999998,65.5095,15.7921640625,11.054514843749999,87.0
